SessionNo,OrderNo,CustomerNo,Date,OrderValue,OrderReturned,CartAbandoned,RepeatBuyer,Device
5415,101713,1009,26/02/2025,399.19,N,N,Y,Mobile
5416,,1021,26/02/2025,,N,Y,N,Desktop
5417,,3144,26/02/2025,,N,Y,N,Desktop
5418,,7922,26/02/2025,,N,Y,N,Mobile
5419,,7273,26/02/2025,,N,Y,N,Mobile
5420,,1879,26/02/2025,,N,Y,Y,Mobile
5421,,6476,26/02/2025,,N,Y,N,Tablet
5422,,6210,26/02/2025,,N,Y,N,Desktop
5423,,4012,26/02/2025,,N,Y,Y,Tablet
5424,,6442,26/02/2025,,N,Y,Y,Mobile
5425,101714,6725,26/02/2025,265.8,N,N,Y,Desktop
5426,101715,815,26/02/2025,321.73,N,N,N,Mobile
5427,101716,7107,26/02/2025,480.66,N,N,N,Desktop
5428,,4651,26/02/2025,,N,Y,N,Mobile
5429,,6590,26/02/2025,,N,Y,N,Mobile
5430,101717,1186,26/02/2025,262.27,N,N,Y,Mobile
5431,101718,1143,26/02/2025,417.83,N,N,N,Mobile
5432,101719,2635,26/02/2025,367.29,N,N,Y,Mobile
5433,,2688,26/02/2025,,N,Y,N,Mobile
5434,,2728,26/02/2025,,N,Y,Y,Mobile
5435,101720,4311,26/02/2025,290.56,N,N,Y,Tablet
5436,101721,4339,26/02/2025,34.89,N,N,N,Mobile
5437,,6055,26/02/2025,,N,Y,N,Mobile
5438,,624,26/02/2025,,N,Y,Y,Desktop
5439,,7827,26/02/2025,,N,Y,N,Tablet
5440,,4540,26/02/2025,,N,Y,N,Mobile
5441,,558,26/02/2025,,N,Y,Y,Mobile
5442,,6261,26/02/2025,,N,Y,Y,Mobile
5443,,6244,26/02/2025,,N,Y,Y,Desktop
5444,,2259,26/02/2025,,N,Y,N,Mobile
5445,,5584,26/02/2025,,N,Y,Y,Mobile
5446,,7089,26/02/2025,,N,Y,Y,Mobile
5447,,5026,26/02/2025,,N,Y,N,Tablet
5448,,5830,26/02/2025,,N,Y,Y,Mobile
5449,,1862,26/02/2025,,N,Y,Y,Mobile
5450,,7146,26/02/2025,,N,Y,N,Desktop
5451,101722,3333,26/02/2025,64.69,N,N,N,Desktop
5452,,2025,26/02/2025,,N,Y,N,Mobile
5453,101723,5454,26/02/2025,297.35,N,N,N,Mobile
5454,101724,2341,26/02/2025,257.26,N,N,Y,Mobile
5455,101725,6201,26/02/2025,266.43,N,N,N,Desktop
5456,101726,2550,26/02/2025,351.16,N,N,N,Mobile
5457,,7226,26/02/2025,,N,Y,N,Desktop
5458,101727,6615,26/02/2025,295.78,N,N,Y,Mobile
5459,101728,6344,26/02/2025,257.23,N,N,Y,Mobile
5460,,677,26/02/2025,,N,Y,N,Mobile
5461,,3684,26/02/2025,,N,Y,Y,Desktop
5462,101729,111,26/02/2025,426.45,N,N,Y,Desktop
5463,,3318,26/02/2025,,N,Y,N,Mobile
5464,101730,6994,26/02/2025,115.57,N,N,Y,Mobile
5465,101731,2989,26/02/2025,82.23,N,N,Y,Mobile
5466,,6955,26/02/2025,,N,Y,Y,Mobile
5467,,7559,26/02/2025,,N,Y,N,Desktop
5468,101732,582,26/02/2025,356.8,N,N,Y,Mobile
5469,,3407,26/02/2025,,N,Y,N,Mobile
5470,,6021,26/02/2025,,N,Y,Y,Desktop
5471,,826,26/02/2025,,N,Y,Y,Mobile
5472,,5574,26/02/2025,,N,Y,Y,Mobile
5473,101733,6240,26/02/2025,362.26,Y,N,N,Desktop
5474,,412,26/02/2025,,N,Y,N,Mobile
5475,101734,7451,26/02/2025,333.01,N,N,Y,Mobile
5476,,481,26/02/2025,,N,Y,Y,Mobile
5477,101735,2248,26/02/2025,272.98,Y,N,N,Mobile
5478,101736,4573,26/02/2025,426.72,N,N,N,Desktop
5479,,2946,26/02/2025,,N,Y,N,Mobile
5480,101737,5155,26/02/2025,169.44,N,N,N,Mobile
5481,101738,4443,26/02/2025,201.45,Y,N,N,Desktop
5482,101739,1902,26/02/2025,250.18,N,N,N,Mobile
5483,,3952,26/02/2025,,N,Y,N,Desktop
5484,101740,7404,26/02/2025,27.21,N,N,N,Mobile
5485,101741,3545,26/02/2025,286.35,N,N,N,Mobile
5486,,2061,26/02/2025,,N,Y,Y,Mobile
5487,101742,4261,26/02/2025,32.21,N,N,N,Mobile
5488,101743,2803,26/02/2025,311.71,N,N,N,Mobile
5489,,4723,26/02/2025,,N,Y,Y,Mobile
5490,,6355,26/02/2025,,N,Y,Y,Desktop
5491,,2014,26/02/2025,,N,Y,N,Desktop
5492,101744,5684,26/02/2025,141.61,N,N,N,Mobile
5493,101745,7064,26/02/2025,235.01,N,N,Y,Desktop
5494,,7147,26/02/2025,,N,Y,N,Mobile
5495,,2852,26/02/2025,,N,Y,N,Mobile
5496,,1749,26/02/2025,,N,Y,Y,Mobile
5497,101746,3920,26/02/2025,469.85,N,N,N,Mobile
5498,,79,26/02/2025,,N,Y,N,Mobile
5499,101747,4327,26/02/2025,463.45,N,N,Y,Mobile
5500,,2674,26/02/2025,,N,Y,N,Desktop
5501,101748,2433,26/02/2025,86.22,N,N,N,Mobile
5502,101749,1972,26/02/2025,477.97,N,N,N,Mobile
5503,,914,26/02/2025,,N,Y,N,Mobile
5504,,7793,26/02/2025,,N,Y,Y,Mobile
5505,,6134,26/02/2025,,N,Y,Y,Mobile
5506,101750,5952,26/02/2025,381.43,N,N,Y,Mobile
5507,,7971,26/02/2025,,N,Y,Y,Mobile
5508,,7332,26/02/2025,,N,Y,Y,Desktop
5509,,7992,26/02/2025,,N,Y,N,Desktop
5510,101751,1806,26/02/2025,422.75,N,N,N,Desktop
5511,101752,2527,26/02/2025,162.22,N,N,Y,Mobile
5512,101753,4829,26/02/2025,268.05,N,N,N,Mobile
5513,101754,6202,26/02/2025,485.98,N,N,N,Desktop
5514,101755,4942,26/02/2025,256.63,N,N,N,Mobile
5515,,3855,26/02/2025,,N,Y,Y,Desktop
5516,,4564,26/02/2025,,N,Y,Y,Mobile
5517,,1367,26/02/2025,,N,Y,N,Tablet
5518,,6384,26/02/2025,,N,Y,N,Mobile
5519,101756,965,26/02/2025,238.58,N,N,Y,Mobile
5520,,231,26/02/2025,,N,Y,N,Mobile
5521,,7764,26/02/2025,,N,Y,Y,Mobile
5522,101757,4562,26/02/2025,355.56,N,N,N,Mobile
5523,,6806,26/02/2025,,N,Y,Y,Mobile
5524,,1479,26/02/2025,,N,Y,Y,Mobile
5525,,4999,26/02/2025,,N,Y,N,Desktop
5526,101758,3414,26/02/2025,381.44,Y,N,N,Mobile
5527,101759,4997,26/02/2025,362.12,N,N,N,Mobile
5528,,7194,26/02/2025,,N,Y,Y,Mobile
5529,,6026,26/02/2025,,N,Y,N,Mobile
5530,,5598,26/02/2025,,N,Y,N,Mobile
5531,101760,5188,26/02/2025,40.86,N,N,N,Mobile
5532,,1605,26/02/2025,,N,Y,N,Mobile
5533,,1601,26/02/2025,,N,Y,Y,Tablet
5534,,6442,26/02/2025,,N,Y,Y,Mobile
5535,,7777,26/02/2025,,N,Y,Y,Mobile
5536,101761,5291,26/02/2025,237.38,Y,N,Y,Mobile
5537,101762,157,26/02/2025,162.01,N,N,N,Desktop
5538,,3739,26/02/2025,,N,Y,Y,Tablet
5539,,3782,26/02/2025,,N,Y,Y,Mobile
5540,,7426,26/02/2025,,N,Y,N,Desktop
5541,,2826,26/02/2025,,N,Y,Y,Mobile
5542,101763,5612,26/02/2025,400.69,N,N,N,Desktop
5543,101764,5211,26/02/2025,498.11,Y,N,N,Mobile
5544,101765,6166,26/02/2025,365.11,N,N,Y,Mobile
5545,,5373,26/02/2025,,N,Y,N,Mobile
5546,,4617,26/02/2025,,N,Y,N,Mobile
5547,,1667,26/02/2025,,N,Y,N,Mobile
5548,,2201,26/02/2025,,N,Y,N,Mobile
5549,101766,2327,26/02/2025,35.48,N,N,Y,Desktop
5550,101767,817,26/02/2025,157.54,N,N,Y,Mobile
5551,101768,4944,26/02/2025,288.8,N,N,N,Mobile
5552,,4591,26/02/2025,,N,Y,Y,Desktop
5553,101769,2946,26/02/2025,389.62,N,N,Y,Mobile
5554,,5591,26/02/2025,,N,Y,Y,Desktop
5555,101770,1513,26/02/2025,417.99,N,N,N,Tablet
5556,101771,3817,26/02/2025,145.66,N,N,Y,Mobile
5557,,6001,26/02/2025,,N,Y,Y,Tablet
5558,101772,1029,26/02/2025,482.19,N,N,Y,Mobile
5559,,6568,26/02/2025,,N,Y,N,Desktop
5560,101773,4698,26/02/2025,298.66,N,N,Y,Tablet
5561,101774,7827,26/02/2025,248.76,N,N,Y,Tablet
5562,101775,6578,26/02/2025,155.57,N,N,Y,Mobile
5563,,989,26/02/2025,,N,Y,Y,Mobile
5564,101776,4425,26/02/2025,136.55,N,N,N,Mobile
5565,,7664,26/02/2025,,N,Y,Y,Mobile
5566,,7633,26/02/2025,,N,Y,N,Mobile
5567,101777,2864,26/02/2025,111.7,N,N,Y,Desktop
5568,,5656,26/02/2025,,N,Y,Y,Mobile
5569,,2821,26/02/2025,,N,Y,N,Mobile
5570,101778,1786,26/02/2025,130.34,N,N,Y,Mobile
5571,,5413,26/02/2025,,N,Y,N,Mobile
5572,,2372,26/02/2025,,N,Y,Y,Mobile
5573,,6409,26/02/2025,,N,Y,N,Mobile
5574,,5568,26/02/2025,,N,Y,Y,Mobile
5575,,7468,26/02/2025,,N,Y,N,Desktop
5576,,3948,26/02/2025,,N,Y,Y,Mobile
5577,101779,5371,26/02/2025,276.7,N,N,Y,Desktop
5578,101780,2161,26/02/2025,289.49,Y,N,N,Mobile
5579,101781,4498,26/02/2025,233.58,N,N,N,Desktop
5580,101782,7025,26/02/2025,447.96,N,N,Y,Desktop
5581,101783,2464,26/02/2025,389.15,N,N,Y,Mobile
5582,101784,1698,26/02/2025,136.56,N,N,Y,Mobile
5583,,7732,26/02/2025,,N,Y,Y,Mobile
5584,,6699,26/02/2025,,N,Y,Y,Desktop
5585,,5501,26/02/2025,,N,Y,N,Mobile
5586,,589,26/02/2025,,N,Y,N,Mobile
5587,101785,520,26/02/2025,108.69,N,N,Y,Mobile
5588,,1923,26/02/2025,,N,Y,Y,Mobile
5589,,7604,26/02/2025,,N,Y,N,Mobile
5590,,4841,26/02/2025,,N,Y,N,Desktop
5591,101786,1829,26/02/2025,61.18,N,N,Y,Mobile
5592,,1899,26/02/2025,,N,Y,N,Mobile
5593,101787,7963,26/02/2025,444.72,N,N,Y,Mobile
5594,,2925,26/02/2025,,N,Y,Y,Mobile
5595,101788,7951,26/02/2025,270.46,N,N,Y,Mobile
5596,101789,3849,26/02/2025,39.62,N,N,N,Desktop
5597,,6108,26/02/2025,,N,Y,Y,Mobile
5598,101790,1372,26/02/2025,181.44,N,N,N,Mobile
5599,,6063,26/02/2025,,N,Y,Y,Desktop
5600,,6681,26/02/2025,,N,Y,Y,Desktop
5601,,685,26/02/2025,,N,Y,N,Mobile
5602,,7874,26/02/2025,,N,Y,N,Mobile
5603,,3361,26/02/2025,,N,Y,Y,Mobile
5604,101791,5429,26/02/2025,395.69,N,N,Y,Desktop
5605,,4466,26/02/2025,,N,Y,N,Tablet
5606,101792,5472,26/02/2025,105.81,N,N,N,Mobile
5607,,2534,26/02/2025,,N,Y,Y,Mobile
5608,,7330,26/02/2025,,N,Y,Y,Mobile
5609,,6650,26/02/2025,,N,Y,Y,Mobile
5610,101793,5689,26/02/2025,333.22,N,N,Y,Mobile
5611,,2876,26/02/2025,,N,Y,Y,Mobile
5612,101794,3374,26/02/2025,170.96,N,N,N,Mobile
5613,,1377,26/02/2025,,N,Y,N,Tablet
5614,101795,7431,26/02/2025,314.94,N,N,N,Mobile
5615,101796,2769,26/02/2025,218.48,N,N,Y,Desktop
5616,,7376,26/02/2025,,N,Y,Y,Mobile
5617,,4427,26/02/2025,,N,Y,N,Desktop
5618,,6618,26/02/2025,,N,Y,Y,Mobile
5619,,4626,26/02/2025,,N,Y,N,Desktop
5620,,5399,26/02/2025,,N,Y,Y,Mobile
5621,,5984,26/02/2025,,N,Y,Y,Mobile
5622,,1421,26/02/2025,,N,Y,Y,Mobile
5623,101797,4716,26/02/2025,113.89,N,N,Y,Mobile
5624,,7622,26/02/2025,,N,Y,Y,Desktop
5625,101798,3088,26/02/2025,332.71,N,N,Y,Desktop
5626,101799,5774,26/02/2025,182.24,N,N,Y,Mobile
5627,,5397,26/02/2025,,N,Y,Y,Desktop
5628,,5683,26/02/2025,,N,Y,N,Desktop
5629,101800,5531,26/02/2025,433.67,N,N,N,Desktop
5630,101801,1618,26/02/2025,112.66,N,N,Y,Mobile
5631,101802,7424,26/02/2025,43.93,N,N,N,Mobile
5632,101803,5780,26/02/2025,419.95,N,N,Y,Mobile
5633,,6222,26/02/2025,,N,Y,N,Desktop
5634,,5875,26/02/2025,,N,Y,Y,Mobile
5635,101804,7736,26/02/2025,294.92,N,N,Y,Mobile
5636,,2796,26/02/2025,,N,Y,Y,Mobile
5637,,6445,26/02/2025,,N,Y,N,Mobile
5638,101805,81,26/02/2025,203.33,N,N,Y,Mobile
5639,,1044,26/02/2025,,N,Y,Y,Mobile
5640,101806,5382,26/02/2025,102.92,N,N,N,Mobile
5641,,5288,26/02/2025,,N,Y,Y,Mobile
5642,,2115,26/02/2025,,N,Y,Y,Mobile
5643,101807,3468,26/02/2025,236.23,N,N,Y,Mobile
5644,,1033,26/02/2025,,N,Y,Y,Mobile
5645,,3721,26/02/2025,,N,Y,N,Tablet
5646,,7500,26/02/2025,,N,Y,N,Mobile
5647,101808,5855,26/02/2025,437.98,N,N,N,Mobile
5648,,1419,26/02/2025,,N,Y,Y,Mobile
5649,101809,3003,26/02/2025,215.89,N,N,Y,Mobile
5650,,5942,26/02/2025,,N,Y,Y,Mobile
5651,101810,7203,26/02/2025,196.35,Y,N,N,Tablet
5652,,856,26/02/2025,,N,Y,Y,Desktop
5653,,3900,26/02/2025,,N,Y,Y,Mobile
5654,,2074,26/02/2025,,N,Y,N,Mobile
5655,,614,26/02/2025,,N,Y,Y,Mobile
5656,101811,958,26/02/2025,436.6,N,N,N,Mobile
5657,,4646,26/02/2025,,N,Y,N,Mobile
5658,101812,5698,27/02/2025,425.51,N,N,N,Mobile
5659,101813,2705,27/02/2025,34.19,N,N,N,Mobile
5660,,2089,27/02/2025,,N,Y,Y,Mobile
5661,101814,6646,27/02/2025,473.86,N,N,Y,Mobile
5662,,1937,27/02/2025,,N,Y,Y,Mobile
5663,,1438,27/02/2025,,N,Y,N,Mobile
5664,101815,6486,27/02/2025,489.37,N,N,N,Mobile
5665,,5824,27/02/2025,,N,Y,Y,Desktop
5666,,5317,27/02/2025,,N,Y,N,Mobile
5667,101816,6674,27/02/2025,379.84,N,N,N,Mobile
5668,,519,27/02/2025,,N,Y,N,Desktop
5669,,4978,27/02/2025,,N,Y,N,Mobile
5670,,5761,27/02/2025,,N,Y,Y,Mobile
5671,,7585,27/02/2025,,N,Y,Y,Tablet
5672,101817,565,27/02/2025,259.29,N,N,Y,Desktop
5673,,7313,27/02/2025,,N,Y,Y,Mobile
5674,101818,5292,27/02/2025,361.38,N,N,Y,Mobile
5675,,7727,27/02/2025,,N,Y,N,Mobile
5676,101819,7455,27/02/2025,451.36,N,N,N,Desktop
5677,,3096,27/02/2025,,N,Y,Y,Tablet
5678,,1207,27/02/2025,,N,Y,Y,Mobile
5679,,5632,27/02/2025,,N,Y,N,Mobile
5680,101820,335,27/02/2025,171.29,N,N,Y,Mobile
5681,,7730,27/02/2025,,N,Y,Y,Mobile
5682,,4426,27/02/2025,,N,Y,Y,Mobile
5683,,2058,27/02/2025,,N,Y,Y,Mobile
5684,101821,4359,27/02/2025,31.73,N,N,N,Desktop
5685,,3266,27/02/2025,,N,Y,N,Mobile
5686,101822,7755,27/02/2025,64.63,N,N,N,Mobile
5687,,5966,27/02/2025,,N,Y,N,Mobile
5688,,1950,27/02/2025,,N,Y,N,Mobile
5689,,3539,27/02/2025,,N,Y,Y,Mobile
5690,,7159,27/02/2025,,N,Y,Y,Mobile
5691,101823,7334,27/02/2025,379.52,N,N,Y,Mobile
5692,,612,27/02/2025,,N,Y,Y,Mobile
5693,,3617,27/02/2025,,N,Y,N,Mobile
5694,,7977,27/02/2025,,N,Y,N,Mobile
5695,,4406,27/02/2025,,N,Y,Y,Mobile
5696,,6185,27/02/2025,,N,Y,Y,Tablet
5697,,1832,27/02/2025,,N,Y,Y,Desktop
5698,101824,2290,27/02/2025,466.56,N,N,Y,Mobile
5699,,1917,27/02/2025,,N,Y,Y,Mobile
5700,,417,27/02/2025,,N,Y,N,Mobile
5701,,4830,27/02/2025,,N,Y,Y,Mobile
5702,,1786,27/02/2025,,N,Y,Y,Mobile
5703,,5955,27/02/2025,,N,Y,N,Mobile
5704,,7637,27/02/2025,,N,Y,Y,Desktop
5705,,1818,27/02/2025,,N,Y,Y,Mobile
5706,101825,3519,27/02/2025,187.91,N,N,N,Mobile
5707,,6015,27/02/2025,,N,Y,Y,Desktop
5708,101826,2800,27/02/2025,191.37,N,N,Y,Mobile
5709,,4861,27/02/2025,,N,Y,N,Mobile
5710,,21,27/02/2025,,N,Y,Y,Mobile
5711,101827,7685,27/02/2025,363.74,N,N,N,Desktop
5712,101828,4615,27/02/2025,388.72,N,N,N,Desktop
5713,101829,1291,27/02/2025,358.39,N,N,N,Mobile
5714,,695,27/02/2025,,N,Y,Y,Mobile
5715,,3896,27/02/2025,,N,Y,N,Mobile
5716,101830,1999,27/02/2025,69.51,N,N,Y,Desktop
5717,,846,27/02/2025,,N,Y,Y,Mobile
5718,,2803,27/02/2025,,N,Y,Y,Mobile
5719,,497,27/02/2025,,N,Y,Y,Desktop
5720,101831,6926,27/02/2025,418.11,N,N,N,Mobile
5721,101832,7272,27/02/2025,171.91,N,N,N,Mobile
5722,101833,6962,27/02/2025,482.26,N,N,N,Desktop
5723,101834,4929,27/02/2025,274.71,N,N,Y,Desktop
5724,,6139,27/02/2025,,N,Y,N,Mobile
5725,,7885,27/02/2025,,N,Y,N,Mobile
5726,,2295,27/02/2025,,N,Y,Y,Mobile
5727,,4043,27/02/2025,,N,Y,Y,Mobile
5728,,7270,27/02/2025,,N,Y,Y,Desktop
5729,,4219,27/02/2025,,N,Y,Y,Tablet
5730,101835,7928,27/02/2025,103.55,N,N,Y,Desktop
5731,101836,1035,27/02/2025,348.39,N,N,Y,Desktop
5732,,1584,27/02/2025,,N,Y,N,Mobile
5733,,883,27/02/2025,,N,Y,N,Mobile
5734,101837,7364,27/02/2025,131.08,N,N,N,Mobile
5735,,4750,27/02/2025,,N,Y,Y,Tablet
5736,101838,7397,27/02/2025,305.86,N,N,N,Mobile
5737,,2089,27/02/2025,,N,Y,Y,Mobile
5738,,2359,27/02/2025,,N,Y,Y,Mobile
5739,,148,27/02/2025,,N,Y,N,Mobile
5740,,2586,27/02/2025,,N,Y,N,Mobile
5741,,3373,27/02/2025,,N,Y,Y,Mobile
5742,,6672,27/02/2025,,N,Y,Y,Desktop
5743,101839,7285,27/02/2025,29.68,N,N,N,Desktop
5744,,5048,27/02/2025,,N,Y,Y,Mobile
5745,,4494,27/02/2025,,N,Y,Y,Desktop
5746,101840,4224,27/02/2025,475.16,N,N,N,Mobile
5747,101841,7256,27/02/2025,62.97,N,N,N,Mobile
5748,101842,2551,27/02/2025,271.31,N,N,Y,Mobile
5749,,258,27/02/2025,,N,Y,N,Mobile
5750,,3782,27/02/2025,,N,Y,Y,Mobile
5751,,5248,27/02/2025,,N,Y,Y,Tablet
5752,,5235,27/02/2025,,N,Y,Y,Desktop
5753,,6886,27/02/2025,,N,Y,Y,Mobile
5754,101843,5173,27/02/2025,450.05,N,N,Y,Mobile
5755,,2753,27/02/2025,,N,Y,N,Mobile
5756,101844,1618,27/02/2025,183.42,N,N,Y,Tablet
5757,,799,27/02/2025,,N,Y,Y,Mobile
5758,,7931,27/02/2025,,N,Y,N,Mobile
5759,,3331,27/02/2025,,N,Y,Y,Desktop
5760,101845,3347,27/02/2025,123.92,N,N,N,Desktop
5761,101846,2164,27/02/2025,360.5,N,N,N,Mobile
5762,,1703,27/02/2025,,N,Y,Y,Mobile
5763,101847,873,27/02/2025,40.9,N,N,N,Mobile
5764,101848,2329,27/02/2025,449.82,N,N,Y,Desktop
5765,,3433,27/02/2025,,N,Y,Y,Mobile
5766,,947,27/02/2025,,N,Y,N,Mobile
5767,,6552,27/02/2025,,N,Y,Y,Desktop
5768,,6693,27/02/2025,,N,Y,N,Desktop
5769,,7740,27/02/2025,,N,Y,N,Mobile
5770,,6978,27/02/2025,,N,Y,N,Desktop
5771,,4665,27/02/2025,,N,Y,Y,Desktop
5772,,3570,27/02/2025,,N,Y,Y,Mobile
5773,101849,2891,27/02/2025,263.46,N,N,Y,Mobile
5774,,847,27/02/2025,,N,Y,N,Mobile
5775,,3677,27/02/2025,,N,Y,Y,Mobile
5776,101850,3631,27/02/2025,474.97,N,N,N,Mobile
5777,,3831,27/02/2025,,N,Y,N,Mobile
5778,,5267,27/02/2025,,N,Y,N,Desktop
5779,101851,7240,27/02/2025,257.78,N,N,Y,Desktop
5780,101852,848,27/02/2025,332.99,N,N,Y,Desktop
5781,101853,4082,27/02/2025,489.73,N,N,Y,Mobile
5782,,1568,27/02/2025,,N,Y,Y,Mobile
5783,,5163,27/02/2025,,N,Y,N,Mobile
5784,,6523,27/02/2025,,N,Y,Y,Tablet
5785,,4082,27/02/2025,,N,Y,Y,Mobile
5786,,1743,27/02/2025,,N,Y,N,Mobile
5787,101854,7228,27/02/2025,111.94,N,N,N,Tablet
5788,,2290,27/02/2025,,N,Y,Y,Mobile
5789,,659,27/02/2025,,N,Y,Y,Tablet
5790,,2245,27/02/2025,,N,Y,N,Desktop
5791,101855,4295,27/02/2025,59.67,N,N,Y,Mobile
5792,101856,6378,27/02/2025,57.39,N,N,N,Mobile
5793,,6035,27/02/2025,,N,Y,Y,Desktop
5794,101857,5526,27/02/2025,139.31,N,N,Y,Mobile
5795,101858,4237,27/02/2025,208.98,N,N,Y,Mobile
5796,,909,27/02/2025,,N,Y,N,Desktop
5797,101859,7202,27/02/2025,226.28,Y,N,Y,Mobile
5798,101860,7179,27/02/2025,31.11,N,N,N,Mobile
5799,,7298,27/02/2025,,N,Y,N,Mobile
5800,,4009,27/02/2025,,N,Y,Y,Tablet
5801,,1867,27/02/2025,,N,Y,Y,Mobile
5802,101861,4284,27/02/2025,274.44,N,N,Y,Desktop
5803,101862,2187,27/02/2025,276.14,N,N,Y,Mobile
5804,,27,27/02/2025,,N,Y,N,Desktop
5805,,3699,27/02/2025,,N,Y,N,Mobile
5806,101863,5074,27/02/2025,132.85,N,N,Y,Mobile
5807,,3595,27/02/2025,,N,Y,N,Mobile
5808,,3560,27/02/2025,,N,Y,Y,Mobile
5809,101864,1280,27/02/2025,230.93,N,N,N,Mobile
5810,101865,444,27/02/2025,58.23,N,N,N,Mobile
5811,,3096,27/02/2025,,N,Y,N,Mobile
5812,,6552,27/02/2025,,N,Y,Y,Mobile
5813,101866,6272,27/02/2025,389.11,Y,N,Y,Mobile
5814,101867,2059,27/02/2025,465.15,N,N,N,Desktop
5815,101868,3995,27/02/2025,310.68,N,N,Y,Desktop
5816,,3827,27/02/2025,,N,Y,N,Mobile
5817,,2937,27/02/2025,,N,Y,N,Desktop
5818,101869,5279,27/02/2025,323.49,N,N,N,Mobile
5819,,4356,27/02/2025,,N,Y,Y,Mobile
5820,,1562,27/02/2025,,N,Y,Y,Desktop
5821,,4136,27/02/2025,,N,Y,Y,Desktop
5822,,7554,27/02/2025,,N,Y,N,Mobile
5823,,6360,27/02/2025,,N,Y,Y,Mobile
5824,101870,7070,27/02/2025,99.93,N,N,Y,Desktop
5825,,271,27/02/2025,,N,Y,N,Mobile
5826,,4846,27/02/2025,,N,Y,Y,Mobile
5827,101871,877,27/02/2025,128.89,N,N,Y,Desktop
5828,,2779,27/02/2025,,N,Y,N,Mobile
5829,101872,3188,27/02/2025,410.68,N,N,N,Desktop
5830,101873,4698,27/02/2025,229.76,N,N,Y,Mobile
5831,,3051,27/02/2025,,N,Y,N,Desktop
5832,101874,7913,27/02/2025,318.16,N,N,N,Desktop
5833,101875,5980,27/02/2025,175.3,N,N,N,Mobile
5834,,2016,27/02/2025,,N,Y,Y,Mobile
5835,101876,3188,27/02/2025,81.71,N,N,Y,Desktop
5836,101877,6830,27/02/2025,244.28,N,N,Y,Mobile
5837,,4196,27/02/2025,,N,Y,N,Desktop
5838,101878,4285,27/02/2025,372.35,N,N,Y,Mobile
5839,101879,7575,27/02/2025,36.19,N,N,Y,Mobile
5840,101880,5227,27/02/2025,90.11,Y,N,Y,Desktop
5841,,1969,27/02/2025,,N,Y,Y,Mobile
5842,101881,7895,27/02/2025,418.04,N,N,Y,Mobile
5843,101882,3346,27/02/2025,240.98,N,N,Y,Desktop
5844,,4973,27/02/2025,,N,Y,N,Mobile
5845,101883,2021,27/02/2025,84.29,N,N,N,Mobile
5846,,1150,27/02/2025,,N,Y,Y,Mobile
5847,,7508,27/02/2025,,N,Y,Y,Mobile
5848,,4991,27/02/2025,,N,Y,Y,Mobile
5849,,2291,27/02/2025,,N,Y,Y,Mobile
5850,,7192,27/02/2025,,N,Y,Y,Mobile
5851,,7265,27/02/2025,,N,Y,Y,Mobile
5852,,356,27/02/2025,,N,Y,N,Mobile
5853,101884,1023,27/02/2025,295.96,Y,N,N,Mobile
5854,,256,27/02/2025,,N,Y,N,Desktop
5855,,523,27/02/2025,,N,Y,Y,Desktop
5856,,5648,27/02/2025,,N,Y,N,Desktop
5857,101885,5136,27/02/2025,373.64,N,N,N,Desktop
5858,,4936,27/02/2025,,N,Y,N,Desktop
5859,,3464,27/02/2025,,N,Y,Y,Desktop
5860,,2058,27/02/2025,,N,Y,Y,Mobile
5861,,4473,27/02/2025,,N,Y,N,Desktop
5862,101886,6567,27/02/2025,85.61,N,N,Y,Mobile
5863,,5032,27/02/2025,,N,Y,Y,Mobile
5864,,5103,27/02/2025,,N,Y,N,Tablet
5865,,1804,27/02/2025,,N,Y,N,Desktop
5866,101887,4540,27/02/2025,243.99,N,N,Y,Mobile
5867,101888,3612,27/02/2025,312.44,N,N,Y,Mobile
5868,101889,2061,27/02/2025,262.68,N,N,Y,Mobile
5869,,6576,27/02/2025,,N,Y,Y,Mobile
5870,,6785,27/02/2025,,N,Y,N,Mobile
5871,101890,5538,27/02/2025,432.59,N,N,Y,Mobile
5872,101891,5112,27/02/2025,395.09,N,N,N,Desktop
5873,,6620,27/02/2025,,N,Y,Y,Mobile
5874,101892,3740,27/02/2025,453.66,N,N,Y,Mobile
5875,,2413,27/02/2025,,N,Y,Y,Desktop
5876,101893,7857,27/02/2025,465.58,N,N,N,Mobile
5877,,2125,27/02/2025,,N,Y,N,Desktop
5878,101894,4367,27/02/2025,170.97,N,N,Y,Mobile
5879,101895,7788,27/02/2025,172.64,N,N,Y,Mobile
5880,101896,588,27/02/2025,429.89,Y,N,N,Desktop
5881,101897,2606,27/02/2025,214.37,N,N,N,Desktop
5882,101898,6618,27/02/2025,70.36,N,N,Y,Mobile
5883,101899,2283,27/02/2025,108.9,N,N,Y,Desktop
5884,,4881,27/02/2025,,N,Y,Y,Mobile
5885,,3388,27/02/2025,,N,Y,N,Mobile
5886,,2432,27/02/2025,,N,Y,N,Desktop
5887,,2304,27/02/2025,,N,Y,N,Tablet
5888,101900,5244,27/02/2025,273.6,N,N,N,Mobile
5889,101901,233,27/02/2025,469.63,N,N,Y,Tablet
5890,101902,6036,27/02/2025,105.74,N,N,Y,Mobile
5891,,1620,27/02/2025,,N,Y,Y,Mobile
5892,,4096,27/02/2025,,N,Y,N,Desktop
5893,,307,27/02/2025,,N,Y,Y,Tablet
